196680;653838;PRACE-4IP;participant;999868144;"VYSOKA SKOLA BANSKA - TECHNICKA UNIVERZITA OSTRAVA";VSB;HES;false;272021;CZ;"17 LISTOPADU 15/2172";"OSTRAVA PORUBA";"70 833";www.vsb.cz;;;;;;;;
194816;652816;GasOn;participant;999848744;"CESKE VYSOKE UCENI TECHNICKE V PRAZE";CTU;HES;false;149775;CZ;"ZIKOVA 4";PRAHA;16636;www.cvut.cz;;;;;;;;
194883;653514;OSEM-EV;participant;999873091;"VYSOKE UCENI TECHNICKE V BRNE";BUT;HES;false;400000;CZ;"ANTONINSKA 548/1";"BRNO STRED";"601 90";www.vutbr.cz;;;;;;;;
